kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;cilinderinhoud;vervaldatum_apk;vervaldatum_apk_dt;toegestane_maximum_massa_voertuig;laadvermogen;aantal_zitplaatsen;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;bruto_bpm;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00KKF5;Personenauto;PEUGEOT;PEUGEOT 107;20130907;hatchback;ZWART;Niet geregistreerd;3;780;880;20100205;20100205;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2013-09-07T00:00:00.000;2010-02-05T00:00:00.000;2010-02-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230928;2023-09-28T00:00:00.000;1190;;4;;;;;;10994;P*****;e11*2001/116*0237*07;NCFA;C;0;A;;
00KKF6;Personenauto;PEUGEOT;PARTNER;20161228;stationwagen;BEIGE;Niet geregistreerd;4;1402;1502;20100126;20100126;Geen verstrekking in Open Data;Ja;0;4;0;0;438;0;M1;tegen r. schroefveerkoker onder motorkap;2025;0;0.05;273;Nee;Nee;Nee;3025;2023;Logisch;00;Ja;2016-12-28T00:00:00.000;2010-01-26T00:00:00.000;2010-01-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1587;20240126;2024-01-26T00:00:00.000;2025;;5;750;1300;;;5315;23770;7*****;e2*2001/116*0365*02;JNFU;C;0;E;;
00KKG8;Personenauto;PEUGEOT;PEUGEOT 107;20220716;hatchback;GRIJS;Niet geregistreerd;3;775;875;20081024;20091224;Geen verstrekking in Open Data;Ja;2;4;0;0;343;0;M1;r. bodemplaat;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2022-07-16T00:00:00.000;2008-10-24T00:00:00.000;2009-12-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230301;2023-03-01T00:00:00.000;1180;;4;;;;;532;;P;e11*2001/116*0237*05;MCFA;C;0;A;;
00KKH2;Personenauto;PEUGEOT;207;20171229;stationwagen;GRIJS;Niet geregistreerd;4;1179;1279;20100121;20100121;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1707;0;0.07;254;Nee;Nee;Nee;2607;2023;Logisch;00;Ja;2017-12-29T00:00:00.000;2010-01-21T00:00:00.000;2010-01-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240129;2024-01-29T00:00:00.000;1707;;5;600;1150;;;3732;20749;W*****;e2*2001/116*0340*15;E5FS;0/1;0;B;;
00KKL5;Personenauto;PEUGEOT;PEUGEOT 107;20191127;hatchback;GRIJS;Niet geregistreerd;3;775;875;20091228;20091228;Geen verstrekking in Open Data;Ja;2;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Onlogisch;04;Ja;2019-11-27T00:00:00.000;2009-12-28T00:00:00.000;2009-12-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231217;2023-12-17T00:00:00.000;1180;;4;;;;;;9204;P*****;e11*2001/116*0237*07;MCFA;C;0;A;;
00KKL6;Personenauto;PEUGEOT;207;20230131;stationwagen;GRIJS;Niet geregistreerd;4;1179;1279;20100112;20100112;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1691;0;0.05;254;Nee;Nee;Nee;2591;2023;Logisch;00;Ja;2023-01-31T00:00:00.000;2010-01-12T00:00:00.000;2010-01-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1397;20240204;2024-02-04T00:00:00.000;1691;;5;600;1150;;;2951;17645;W*****;e2*2001/116*0340*13;E8FS;C/1;0;B;;
00KKL7;Personenauto;PEUGEOT;2*****;20210209;hatchback;GRIJS;Niet geregistreerd;4;927;1027;20100109;20100109;Geen verstrekking in Open Data;Ja;4;4;0;0;387;0;M1;r. kofferruimte;1421;0;0.05;244;Nee;Nee;Nee;2321;2023;Logisch;00;Ja;2021-02-09T00:00:00.000;2010-01-09T00:00:00.000;2010-01-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20240210;2024-02-10T00:00:00.000;1421;;5;510;1178;;;2657;14393;2*****;e2*2001/116*0374*00;MKFW;A;0;D;;
00KKS3;Personenauto;PEUGEOT;206+;20151014;hatchback;BLAUW;Niet geregistreerd;4;927;1027;20100120;20100120;Geen verstrekking in Open Data;Ja;4;4;0;0;387;0;M1;r. schroefveerkoker;1421;0;0.05;244;Nee;Nee;Nee;2321;2022;Logisch;00;Ja;2015-10-14T00:00:00.000;2010-01-20T00:00:00.000;2010-01-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20231208;2023-12-08T00:00:00.000;1421;;5;510;1178;;;2712;14614;2*****;e2*2001/116*0374*04;MKFW;A;0;D;;
00KLB7;Personenauto;PEUGEOT;206+;20121026;hatchback;GRIJS;Niet geregistreerd;4;916;1016;20100120;20100120;Geen verstrekking in Open Data;Ja;2;4;0;0;387;0;M1;r. schroefveerkoker;1421;0;0.05;244;Nee;Nee;Nee;2321;2023;Logisch;00;Ja;2012-10-26T00:00:00.000;2010-01-20T00:00:00.000;2010-01-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20240120;2024-01-20T00:00:00.000;1421;;5;500;1178;;;2260;12815;2*****;e2*2001/116*0374*04;LKFW;A;0;D;;
00KLJ6;Personenauto;PEUGEOT;207;20201211;hatchback;GRIJS;Niet geregistreerd;4;1178;1278;20100120;20100120;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1671;0;0.07;254;Nee;Nee;Nee;2631;2022;Logisch;00;Ja;2020-12-11T00:00:00.000;2010-01-20T00:00:00.000;2010-01-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240120;2024-01-20T00:00:00.000;1671;;5;600;1150;;;3645;20403;W*****;e2*2001/116*0340*14;C5FS;0/1;0;B;;
00KLJ7;Personenauto;PEUGEOT;206+;20120825;hatchback;GRIJS;Niet geregistreerd;4;920;1020;20100129;20100129;Geen verstrekking in Open Data;Ja;4;4;0;0;387;0;M1;r. kofferruimte;1384;0;0.04;244;Nee;Nee;Nee;1884;2023;Logisch;00;Ja;2012-08-25T00:00:00.000;2010-01-29T00:00:00.000;2010-01-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1124;20240129;2024-01-29T00:00:00.000;1384;;5;485;750;;;1474;11773;2*****;e2*2001/116*0374*02;MHFX;A;0;C;;
00KLR7;Personenauto;PEUGEOT;PEUGEOT 107;20100226;hatchback;GRIJS;Niet geregistreerd;3;780;880;20080805;20100226;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. bodemplaat;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2010-02-26T00:00:00.000;2008-08-05T00:00:00.000;2010-02-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231014;2023-10-14T00:00:00.000;1190;;4;;;;;529;;P;e11*2001/116*0237*05;NCFA;C;0;A;;
00KLS7;Personenauto;PEUGEOT;PEUGEOT 107;20100129;hatchback;ZWART;Niet geregistreerd;3;780;880;20091231;20091231;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2010-01-29T00:00:00.000;2009-12-31T00:00:00.000;2009-12-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231231;2023-12-31T00:00:00.000;1190;;4;;;;;;10994;P*****;e11*2001/116*0237*07;NCFA;C;0;A;;
00KLS8;Personenauto;PEUGEOT;3008;20171014;stationwagen;GRIJS;Niet geregistreerd;4;1374;1474;20100107;20100107;Geen verstrekking in Open Data;Ja;4;4;0;0;437;0;M1;r. by schroefveerkoker;2020;0;0.06;261;Nee;Nee;Nee;3220;2022;Logisch;00;Ja;2017-10-14T00:00:00.000;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20231020;2023-10-20T00:00:00.000;2020;;5;735;1500;;;5513;27830;0U****;e2*2001/116*0377*02;5FW;0/1;0;C;;
00KNB5;Personenauto;PEUGEOT;PEUGEOT 107;20160927;hatchback;WIT;Niet geregistreerd;3;775;875;20100129;20100129;Geen verstrekking in Open Data;Ja;2;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2016-09-27T00:00:00.000;2010-01-29T00:00:00.000;2010-01-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230317;2023-03-17T00:00:00.000;1180;;4;;;;;;9164;P*****;e11*2001/116*0237*07;MCFA;C;0;A;;
00KNB6;Personenauto;PEUGEOT;206+;20221216;hatchback;ZWART;Niet geregistreerd;4;927;1027;20100108;20100108;Geen verstrekking in Open Data;Ja;4;4;0;0;387;0;M1;r. kofferruimte;1421;0;0.05;244;Nee;Nee;Nee;2321;2022;Logisch;00;Ja;2022-12-16T00:00:00.000;2010-01-08T00:00:00.000;2010-01-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20240108;2024-01-08T00:00:00.000;1421;;5;510;1178;;;2657;14393;2*****;e2*2001/116*0374*02;MKFW;A;0;D;;
00KNJ6;Personenauto;PEUGEOT;PEUGEOT 107;20221025;hatchback;ZWART;Niet geregistreerd;3;780;880;20100113;20100113;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-10-25T00:00:00.000;2010-01-13T00:00:00.000;2010-01-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231011;2023-10-11T00:00:00.000;1190;;4;;;;;;10204;P*****;e11*2001/116*0237*07;NCFA;C;0;A;;
00KNS2;Personenauto;PEUGEOT;PEUGEOT 107;20171111;hatchback;ROOD;Niet geregistreerd;3;775;875;20100128;20100128;Geen verstrekking in Open Data;Ja;2;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2017-11-11T00:00:00.000;2010-01-28T00:00:00.000;2010-01-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231024;2023-10-24T00:00:00.000;1180;;4;;;;;;10569;P*****;e11*2001/116*0237*07;MCFA;C;0;A;;
00KNS3;Personenauto;PEUGEOT;PEUGEOT 107;20131127;hatchback;GRIJS;Niet geregistreerd;3;780;880;20100111;20100111;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2013-11-27T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240115;2024-01-15T00:00:00.000;1190;;4;;;;;;10994;P*****;e11*2001/116*0237*07;NCFA;C;0;A;;
00KNS4;Personenauto;PEUGEOT;207;20221118;stationwagen;ZWART;Niet geregistreerd;4;1179;1279;20100107;20100107;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1707;0;0.07;254;Nee;Nee;Nee;2607;2022;Logisch;00;Ja;2022-11-18T00:00:00.000;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20230618;2023-06-18T00:00:00.000;1707;;5;600;1150;;;3941;22230;W*****;e2*2001/116*0340*15;E5FS;0/1;0;B;;
00KPJ7;Personenauto;PEUGEOT;PEUGEOT 107;20200718;hatchback;ZWART;Niet geregistreerd;3;775;875;20100123;20100123;Geen verstrekking in Open Data;Nee;2;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2020;Logisch;00;Ja;2020-07-18T00:00:00.000;2010-01-23T00:00:00.000;2010-01-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20200819;2020-08-19T00:00:00.000;1180;;4;;;;;;10734;P*****;e11*2001/116*0237*07;MCFA;C;0;A;;
00KPS5;Personenauto;PEUGEOT;PEUGEOT 107;20150716;hatchback;WIT;Niet geregistreerd;3;780;880;20100122;20100122;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2015-07-16T00:00:00.000;2010-01-22T00:00:00.000;2010-01-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230714;2023-07-14T00:00:00.000;1190;;4;;;;;;10679;P*****;e11*2001/116*0237*07;NCFA;C;0;A;;
00KPV1;Personenauto;PEUGEOT;PEUGEOT 107;20151231;hatchback;GRIJS;Niet geregistreerd;3;780;880;20100113;20100113;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2015-12-31T00:00:00.000;2010-01-13T00:00:00.000;2010-01-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240113;2024-01-13T00:00:00.000;1190;;4;;;;;;10994;P*****;e11*2001/116*0237*07;NCFA;C;0;A;;
00KRF9;Personenauto;PEUGEOT;0*****;20180712;MPV;BLAUW;Niet geregistreerd;4;1465;1565;20100122;20100122;Geen verstrekking in Open Data;Ja;4;4;0;0;453;0;M1;r. by schroefveerkoker;2225;0;0.07;273;Nee;Nee;Nee;3425;2022;Logisch;00;Ja;2018-07-12T00:00:00.000;2010-01-22T00:00:00.000;2010-01-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20230710;2023-07-10T00:00:00.000;2225;;7;750;1500;;;6678;32570;0*****;e2*2007/46*0004*00;E5FV;8;0;C;;
00KRK2;Personenauto;PEUGEOT;PEUGEOT BIPPER;20161021;MPV;BLAUW;Niet geregistreerd;4;1155;1255;20100122;20100122;Geen verstrekking in Open Data;Ja;0;4;0;0;0;0;M1;r. op bodemplaat v. r. voorzitting;1690;0;0.04;251;Nee;Nee;Nee;2290;2023;Logisch;00;Ja;2016-10-21T00:00:00.000;2010-01-22T00:00:00.000;2010-01-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20240123;2024-01-23T00:00:00.000;1690;;5;400;600;;;3196;16030;A;e3*2001/116*0272*04;JKFV;C/H;0;D;;
00KRK3;Personenauto;PEUGEOT;3008;20220513;stationwagen;ZWART;Niet geregistreerd;4;1374;1474;20100129;20100129;Geen verstrekking in Open Data;Ja;4;4;0;0;437;0;M1;r. by schroefveerkoker;2020;0;0.06;261;Nee;Nee;Nee;3220;2022;Niet geregistreerd;NG;Ja;2022-05-13T00:00:00.000;2010-01-29T00:00:00.000;2010-01-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20230511;2023-05-11T00:00:00.000;2020;;5;735;1500;;;5479;26750;0U****;e2*2001/116*0377*03;5FW;0/1;0;C;;
00KRL8;Personenauto;PEUGEOT;PEUGEOT 107;20130412;hatchback;GRIJS;Niet geregistreerd;3;780;880;20100129;20100129;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2013-04-12T00:00:00.000;2010-01-29T00:00:00.000;2010-01-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230409;2023-04-09T00:00:00.000;1190;;4;;;;;;10994;P*****;e11*2001/116*0237*07;NCFA;C;0;A;;
00KRR1;Personenauto;PEUGEOT;3008;20150618;stationwagen;WIT;Niet geregistreerd;4;1418;1518;20100325;20100325;Geen verstrekking in Open Data;Ja;4;4;0;0;437;0;M1;r. by schroefveerkoker;2020;0;0.06;261;Nee;Nee;Nee;3220;2022;Logisch;00;Ja;2015-06-18T00:00:00.000;2010-03-25T00:00:00.000;2010-03-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20230620;2023-06-20T00:00:00.000;2020;;5;735;1500;;;5451;26600;0U****;e2*2001/116*0377*03;5FW;0/1;0;C;;G3 gasinstallatie
00KRS9;Personenauto;PEUGEOT;206+;20200420;hatchback;ROOD;Niet geregistreerd;4;927;1027;20100128;20100128;Geen verstrekking in Open Data;Ja;4;4;0;0;387;0;M1;r. schroefveerkoker;1421;0;0.05;244;Nee;Nee;Nee;2321;2023;Logisch;00;Ja;2020-04-20T00:00:00.000;2010-01-28T00:00:00.000;2010-01-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20231115;2023-11-15T00:00:00.000;1421;;5;510;1178;;;2705;14150;2*****;e2*2001/116*0374*04;MKFW;A;0;D;;
00KRV7;Personenauto;PEUGEOT;PEUGEOT 107;20220925;hatchback;ZWART;Niet geregistreerd;3;815;915;20100206;20100206;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.05;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2022-09-25T00:00:00.000;2010-02-06T00:00:00.000;2010-02-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230507;2023-05-07T00:00:00.000;1190;;4;;;;;;11889;P*****;e11*2001/116*0237*07;NCFA;C/P;0;A;;
00KRZ5;Personenauto;PEUGEOT;PEUGEOT 107;20190518;hatchback;GRIJS;Niet geregistreerd;3;780;880;20100320;20100320;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2019-05-18T00:00:00.000;2010-03-20T00:00:00.000;2010-03-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230321;2023-03-21T00:00:00.000;1190;;4;;;;;;10994;P*****;e11*2001/116*0237*07;NCFA;C;0;A;;
00KSB8;Personenauto;PEUGEOT;PEUGEOT 107;20191212;hatchback;GRIJS;Niet geregistreerd;3;775;875;20080102;20100127;Geen verstrekking in Open Data;Ja;2;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2019-12-12T00:00:00.000;2008-01-02T00:00:00.000;2010-01-27T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230315;2023-03-15T00:00:00.000;1180;;4;;;;;1077;;;e11*2001/116*0237*04;MCFA;C;0;A;;
00KSF5;Personenauto;PEUGEOT;PEUGEOT 107;20120331;hatchback;BLAUW;Niet geregistreerd;3;780;880;20100128;20100128;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2012-03-31T00:00:00.000;2010-01-28T00:00:00.000;2010-01-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240128;2024-01-28T00:00:00.000;1190;;4;;;;;;10994;P*****;e11*2001/116*0237*07;NCFA;C;0;A;;
